organism_name	taxid	bioproject_accession	bioproject_id	group	subgroup	size_mb	gc	assembly_accession	replicons	wgs	scaffolds	genes	proteins	release_date	modify_date	status	center	biosample_accession
Apis florea	7463	PRJNA45871	45871	Animals	Insects	230.485	34.8984	GCA_000184785.1	mitochondrion MT:NC_021401.1/JX982136.1	AEKZ01	7946	12158	17676	2010-12-10	2014-08-04	Scaffold	Baylor College of Medicine	SAMN00009081
Myzus persicae	13164	PRJNA397782	397782	Animals	Insects	347.313	30.0993	GCA_001856785.1	mitochondrion MT:NC_029727.1/KU236024.1	LXJY01	4021	16941	23910	2016-09-19	2016-09-19	Scaffold	NCBI	SAMN04909046
Cricetulus griseus	10029	PRJNA69991	69991	Animals	Mammals	2399.79	41.6	GCA_000223135.1	mitochondrion MT:NC_007936.1/DQ390542.2	AFTD01	109152	27752	34935	2011-08-03	2014-08-11	Scaffold	Beijing Genomics Institute	SAMN02981352
Anas platyrhynchos	8839	PRJNA46621	46621	Animals	Birds	1105.05	41.2001	GCA_000355885.1	mitochondrion MT:NC_009684.1/EU009397.1	ADON01	78488	21727	30493	2013-04-02	2013-06-17	Scaffold	State Key Laboratory for Agrobiotechnology, China Agricultural University, Beijing	SAMN00011637
Rhipicephalus microplus	6941	PRJNA312025	312025	Animals	Other Animals	2008.37	45.4	GCA_002176555.1	NA	LYUQ01	195084	NA	NA	2017-06-07	2017-06-08	Scaffold	Murdoch University	SAMN04492774
Atta cephalotes	12957	PRJNA48091	48091	Animals	Insects	317.672	34.3992	GCA_000143395.2	mitochondrion MT:HQ415764.1	ADTU01	2835	11095	10657	2010-05-11	2014-08-06	Scaffold	Genome Sequencing Center (GSC) at Washington University (WashU) School of Medicine	SAMN02953774
Patiria miniata	46514	PRJNA49323	49323	Animals	Other Animals	811.029	40.5	GCA_000285935.1	NA	AKZP01	60183	NA	NA	2012-08-07	2014-08-06	Scaffold	Sea Urchin Genome Sequencing Consortium	SAMN02953819
Solenopsis invicta	13686	PRJNA49629	49629	Animals	Insects	396.025	37.4994	GCA_000188075.1	mitochondrion MT:NC_014672.1/HQ215538.1	AEAQ01	69511	15281	21118	2011-02-03	2014-08-06	Scaffold	Université de Lausanne	SAMN02953778
Nilaparvata lugens	108931	PRJNA398259	398259	Animals	Insects	1140.8	36.0998	GCA_000757685.1	mitochondrion MT:NC_021748.1/JX880069.1	AOSB01	46559	21205	24319	2014-09-24	2014-12-18	Scaffold	NCBI	SAMN03077662
Harpegnathos saltator	610380	PRJNA50203	50203	Animals	Insects	294.466	45.3	GCA_000147195.1	NA	AEAC01	8893	12695	22197	2010-08-27	2013-11-01	Scaffold	BGI-Shenzhen, Shenzhen 518083, China	SAMN00016742
Camponotus floridanus	104421	PRJNA50201	50201	Animals	Insects	232.685	34.7	GCA_000147175.1	NA	AEAB01	10791	11900	18824	2010-08-27	2014-08-06	Scaffold	BGI-Shenzhen, Shenzhen 518083, China	SAMN02953777
Chironomus riparius	315576	PRJNA268391	268391	Animals	Insects	154.534	30.4	GCA_001014505.1	NA	JXPV01	29677	NA	NA	2015-05-28	2015-05-28	Scaffold	UC Berkeley	SAMN03284762
Sarcophilus harrisii	9305	PRJNA51853	51853	Animals	Mammals	3174.69	37	GCA_000189315.1	NA	AEFK01	35974	21994	24821	2011-02-09	2014-08-06	Scaffold	Wellcome Trust Sanger Institute	SAMN02953780
Caenorhabditis angaria	860376	PRJNA51225	51225	Animals	Roundworms	79.7615	36.4	GCA_000165025.1	NA	AEHI01	33559	NA	NA	2010-10-18	2014-08-06	Scaffold	California Institute of Technology, Division of Biology	SAMN02953783
Latimeria chalumnae	7897	PRJNA56111	56111	Animals	Fishes	2860.59	43	GCA_000225785.1	mitochondrion MT:NC_001804.1/U82228.1	AFYH01	22819	26117	34251	2011-09-09	2013-11-06	Scaffold	Broad Institute	SAMN00138723
Mustela putorius furo	9669	PRJNA59869	59869	Animals	Mammals	2410.88	41.9	GCA_000215625.1	mitochondrion MT:NC_020638.1/HM106318.1	AEYP01	7783	27321	48107	2011-06-01	2014-08-04	Scaffold	Ferret Genome Sequencing Consortium	SAMN00149631
Haplochromis burtoni	8153	PRJNA60363	60363	Animals	Fishes	831.412	41.9	GCA_000239415.1	NA	AFNZ01	8001	26625	44653	2011-12-20	2015-04-28	Scaffold	Broad Institute	SAMN00139641
Neolamprologus brichardi	32507	PRJNA60365	60365	Animals	Fishes	847.91	42.0001	GCA_000239395.1	mitochondrion MT:NC_009062.1/AP006014.1	AFNY01	9099	25031	31372	2011-12-20	2015-04-28	Scaffold	Broad Institute	SAMN00139653
Pundamilia nyererei	303518	PRJNA60367	60367	Animals	Fishes	830.133	41.9	GCA_000239375.1	NA	AFNX01	7236	24446	38583	2011-12-20	2015-04-28	Scaffold	Broad Institute	SAMN00149614
Bombus impatiens	132113	PRJNA61101	61101	Animals	Insects	249.185	37.9	GCA_000188095.2	NA	AEQM02	5559	11740	20895	2011-01-31	2015-04-27	Scaffold	Biotechnology Center, University of Illinois (BCUI)	SAMN02953787
Bos indicus	9915	PRJNA360096	360096	Animals	Mammals	2673.97	42.3689	GCA_000247795.2	chromosome 1:NC_032650.1/CM003021.1; chromosome 2:NC_032651.1/CM003022.1; chromosome 3:NC_032652.1/CM003023.1; chromosome 4:NC_032653.1/CM003024.1; chromosome 5:NC_032654.1/CM003025.1; chromosome 6:NC_032655.1/CM003026.1; chromosome 7:NC_032656.1/CM003027.1; chromosome 8:NC_032657.1/CM003028.1; chromosome 9:NC_032658.1/CM003029.1; chromosome 10:NC_032659.1/CM003030.1; chromosome 11:NC_032660.1/CM003031.1; chromosome 12:NC_032661.1/CM003032.1; chromosome 13:NC_032662.1/CM003033.1; chromosome 14:NC_032663.1/CM003034.1; chromosome 15:NC_032664.1/CM003035.1; chromosome 16:NC_032665.1/CM003036.1; chromosome 17:NC_032666.1/CM003037.1; chromosome 18:NC_032667.1/CM003038.1; chromosome 19:NC_032668.1/CM003039.1; chromosome 20:NC_032669.1/CM003040.1; chromosome 21:NC_032670.1/CM003041.1; chromosome 22:NC_032671.1/CM003042.1; chromosome 23:NC_032672.1/CM003043.1; chromosome 24:NC_032673.1/CM003044.1; chromosome 25:NC_032674.1/CM003045.1; chromosome 26:NC_032675.1/CM003046.1; chromosome 27:NC_032676.1/CM003047.1; chromosome 28:NC_032677.1/CM003048.1; chromosome 29:NC_032678.1/CM003049.1; chromosome X:NC_032679.1/CM003050.1; chromosome Y:NC_032680.1/CM003051.1; mitochondrion MT:NC_005971.1/AY126697.1	AGFL01	32	26205	35992	2012-02-16	2014-11-25	Chromosome	NCBI	SAMN02953802
Drosophila elegans	30023	PRJNA62315	62315	Animals	Insects	171.268	40.3	GCA_000224195.2	NA	AFFF02	5429	16164	24259	2011-07-14	2013-11-14	Scaffold	Baylor College of Medicine	SAMN00715014
Drosophila ficusphila	30025	PRJNA62317	62317	Animals	Insects	152.439	42	GCA_000220665.2	NA	AFFG02	5754	15924	23894	2011-07-14	2013-11-14	Scaffold	Baylor College of Medicine	SAMN00715126
Drosophila kikkawai	30033	PRJNA62319	62319	Animals	Insects	164.293	41.4	GCA_000224215.2	NA	AFFH02	5141	15840	22347	2011-07-14	2013-11-14	Scaffold	Baylor College of Medicine	SAMN00715127
Drosophila takahashii	29030	PRJNA62321	62321	Animals	Insects	182.107	40	GCA_000224235.2	NA	AFFI02	5733	16175	23999	2011-07-14	2013-11-14	Scaffold	Baylor College of Medicine	SAMN00715130
Lytechinus variegatus	7654	PRJNA62399	62399	Animals	Other Animals	1061.2	36.9	GCA_000239495.2	NA	AGCV02	322794	NA	NA	2011-12-21	2015-03-11	Scaffold	Baylor College of Medicine	SAMN00205415
Strongyloides ratti	34506	PRJEB125	253684	Animals	Roundworms	43.1502	21.5777	GCA_001040885.1	chromosome 1:LN609528.1; chromosome 2:LN609529.1; chromosome X:LN609530.1	NA	135	12451	12450	2014-09-18	2015-11-19	Chromosome	EBI	SAMEA1682816
Galendromus occidentalis	34638	PRJNA62309	62309	Animals	Other Animals	151.724	51.5955	GCA_000255335.1	mitochondrion MT:NC_009093.1/EF221760.1	AFFJ01	2211	12310	12003	2012-03-01	2014-08-04	Scaffold	Baylor College of Medicine	SAMN00849407
Drosophila bipectinata	42026	PRJNA62313	62313	Animals	Insects	167.264	41.6	GCA_000236285.2	NA	AFFE02	5500	15789	23478	2011-10-27	2013-11-14	Scaffold	Baylor College of Medicine	SAMN00714473
Drosophila biarmipes	125945	PRJNA62307	62307	Animals	Insects	169.379	41.8	GCA_000233415.2	NA	AFFD02	5523	14943	22690	2011-10-27	2013-11-14	Scaffold	Baylor College of Medicine	SAMN00714466
Acromyrmex echinatior	103372	PRJNA62733	62733	Animals	Insects	295.945	34	GCA_000204515.1	NA	AEVX01	4339	12325	20241	2011-04-14	2014-08-06	Scaffold	Beijing Genomics Institute, Shenzhen	SAMN02953789
Eucidaris tribuloides	7632	PRJNA63057	63057	Animals	Other Animals	2187.26	37.2	GCA_001188425.1	NA	JZLH01	637071	NA	NA	2015-04-14	2015-04-20	Scaffold	Human Genome Sequencing Center at Baylor College of Medicine	SAMN00717266
Odocoileus virginianus texanus	9880	PRJNA384059	384059	Animals	Mammals	2380.51	41.6	GCA_002102435.1	mitochondrion MT:NC_015247.1/HQ332445.1	MLBE01	17026	30534	48221	2017-04-20	2017-04-20	Scaffold	NCBI	SAMN05363940
Megachile rotundata	143995	PRJNA66515	66515	Animals	Insects	272.661	36.8	GCA_000220905.1	NA	AFJA01	6266	11824	26024	2011-07-15	2014-08-06	Scaffold	University of Maryland	SAMN02953795
Drosophila rhopaloa	1041015	PRJNA67665	67665	Animals	Insects	197.376	40.2	GCA_000236305.2	NA	AFPP02	22819	16752	23490	2011-10-27	2013-11-14	Scaffold	The modENCODE Project	SAMN00715129
Drosophila eugracilis	29029	PRJNA67709	67709	Animals	Insects	156.942	40.9	GCA_000236325.2	NA	AFPQ02	4946	16123	24243	2011-10-27	2013-11-14	Scaffold	The modENCODE Project	SAMN00715289
Saimiri boliviensis boliviensis	39432	PRJNA67945	67945	Animals	Mammals	2608.59	41.1	GCA_000235385.1	mitochondrion MT:NC_018096.1/HQ644339.1	AGCE01	2686	27316	36241	2011-11-10	2014-08-11	Scaffold	Broad Institute	SAMN02981369
Heterocephalus glaber	10181	PRJNA72441	72441	Animals	Mammals	2618.2	41.2	GCA_000247695.1	mitochondrion MT:NC_015112.1/HQ689652.1	AHKG01	4229	37344	60814	2012-02-15	2015-02-18	Scaffold	Broad Institute	SAMN00714537
Equus asinus	9793	PRJNA304024	304024	Animals	Mammals	2391.05	41.4	GCA_001305755.1	mitochondrion MT:NC_001788.1/X97337.1	JREZ01	2167	27227	42247	2015-10-02	2015-10-02	Scaffold	NCBI	SAMN03010633
Hymenolepis diminuta	6216	PRJEB507	261581	Animals	Flatworms	165.879	35.3	GCA_000951255.1	NA	NA	13910	NA	NA	NA	NA	Scaffold	WTSI	SAMEA1034737
Triops cancriformis	194544	PRJDB1662	270913	Animals	Other Animals	109.182	41.2	GCA_000981345.1	NA	BAYF01	60629	NA	NA	2015-03-26	2015-12-04	Contig	Institute for Advanced Biosciences, Keio University	SAMD00000484
Eschrichtius robustus	9764	PRJNA384396	384396	Animals	Mammals	2849.45	30.7	GCA_002189225.1	NA	NIPP01	57203	NA	NA	2017-06-09	2017-06-09	Scaffold	Purdue University	SAMN06837692
Mola mola	94237	PRJNA305960	305960	Animals	Fishes	639.452	41.2	GCA_001698575.1	NA	MBDK01	5552	NA	NA	2016-08-03	2016-08-08	Scaffold	BGI-shenzhen	SAMN04335856
Taenia asiatica	60517	PRJNA299871	299871	Animals	Flatworms	168.679	42.1	GCA_001693035.2	NA	LWMJ02	6900	NA	NA	2016-07-24	2016-09-02	Scaffold	Lanzhou Veterinary Research Institute, Chinese Academy of Agricultural Sciences	SAMN04230713
Philaenus spumarius	36667	PRJNA321110	321110	Animals	Insects	1248.09	23.5	GCA_002233535.1	NA	MPAX01	1822983	NA	NA	2017-07-25	2017-07-25	Scaffold	Faculdade de Ciencias, Universidade de Lisboa	SAMN04966133
Balaenoptera bonaerensis	33556	PRJDB1465	275586	Animals	Mammals	2234.64	40.7	GCA_000978805.1	NA	BAUQ01	421444	NA	NA	2015-02-19	2015-09-30	Scaffold	Division of Biological Science, Graduate School of Science, Kyoto University	SAMD00016608
Pogona vitticeps	103695	PRJEB5206	297712	Animals	Reptiles	1716.68	42.1	GCA_900067755.1	NA	CEMB01	13749	21747	38712	2015-10-02	2015-10-02	Scaffold	BRAEMBL	SAMEA2300447
Gavia stellata	37040	PRJNA261843	261843	Animals	Birds	1129.69	41.1001	GCA_000690875.1	mitochondrion MT:NC_007007.1/AY293618.1	JJRM01	61831	14770	15697	2014-05-03	2016-11-17	Scaffold	NCBI	SAMN02324832
Anisakis simplex	6269	PRJEB496	261572	Animals	Roundworms	126.87	37.1	GCA_000951095.1	NA	NA	42005	NA	NA	NA	NA	Scaffold	WTSI	SAMEA1529932
Nipponia nippon	128390	PRJNA253829	253829	Animals	Birds	1223.86	42.0001	GCA_000708225.1	mitochondrion MT:NC_008132.1/AB104902.1	JMFH01	59555	15343	17089	2014-05-09	2016-11-17	Scaffold	NCBI	SAMN02596464
Podiceps cristatus	345573	PRJNA212905	212905	Animals	Birds	1134.92	41.5	GCA_000699545.1	NA	JMFS01	82923	12155	11707	2014-05-07	2016-11-17	Scaffold	BGI	SAMN02339891
Nasalis larvatus	43780	PRJNA241312	241312	Animals	Mammals	3011.97	42.2536	GCA_000772465.1	chromosome align_Mm1:CM002998.1; chromosome align_Mm10:CM002999.1; chromosome align_Mm11:CM003000.1; chromosome align_Mm12:CM003001.1; chromosome align_Mm13:CM003002.1; chromosome align_Mm14:CM003003.1; chromosome align_Mm15:CM003004.1; chromosome align_Mm16:CM003005.1; chromosome align_Mm17:CM003006.1; chromosome align_Mm18:CM003007.1; chromosome align_Mm19:CM003008.1; chromosome align_Mm2:CM003009.1; chromosome align_Mm20:CM003010.1; chromosome align_Mm3:CM003011.1; chromosome align_Mm4:CM003012.1; chromosome align_Mm5:CM003013.1; chromosome align_Mm6:CM003014.1; chromosome align_Mm7:CM003015.1; chromosome align_Mm8:CM003016.1; chromosome align_Mm9:CM003017.1; chromosome align_MmX:CM003018.1	JMHX01	319549	NA	NA	2014-10-30	2014-11-10	Chromosome	Proboscis Monkey Functional Genome Consortium	SAMN02689222
Rhinopithecus roxellana	61622	PRJNA266995	266995	Animals	Mammals	2899.55	41	GCA_000769185.1	mitochondrion MT:NC_008218.1/DQ355300.1	JABR01	135512	28766	37291	2014-10-24	2014-10-28	Scaffold	NCBI	SAMN02427086
Neomonachus schauinslandi	29088	PRJNA392091	392091	Animals	Mammals	2400.93	41.6	GCA_002201575.1	mitochondrion MT:NC_008421.1/AM181022.1	NINY01	7873	24618	28381	2017-06-20	2017-06-20	Scaffold	NCBI	SAMN06841387
Gyrodactylus salaris	37629	PRJNA244375	244375	Animals	Flatworms	67.3807	33.9	GCA_000715275.1	NA	JJOG01	6075	NA	NA	2014-06-27	2014-07-30	Scaffold	Natural History Museum, University of Oslo	SAMN02726097
Diphyllobothrium latum	60516	PRJEB1206	261616	Animals	Flatworms	531.434	43.7	GCA_000950535.1	NA	NA	140294	NA	NA	NA	NA	Scaffold	WTSI	SAMEA1463519
Ammotragus lervia	9899	PRJNA361449	361449	Animals	Mammals	2650.84	40.3	GCA_002201775.1	NA	NIVO01	77320	NA	NA	2017-06-20	2017-06-20	Scaffold	Northwest A&F University	SAMN06233879
Enhydra lutris kenyoni	391180	PRJNA407952	407952	Animals	Mammals	2455.28	41.6	GCA_002288905.2	mitochondrion MT:NC_009692.1/AB291077.1	NSES01	6771	23943	36603	2017-09-11	2017-09-15	Scaffold	NCBI	SAMN07211055
Trichobilharzia regenti	157069	PRJEB4662	261624	Animals	Flatworms	701.762	38.8	GCA_000950905.1	NA	NA	188369	NA	NA	NA	NA	Scaffold	WTSI	SAMEA1876470
Lucilia sericata	13632	PRJNA268391	268391	Animals	Insects	319.935	25.3	GCA_001014835.1	NA	JXPF01	92075	NA	NA	2015-05-28	2015-05-28	Scaffold	UC Berkeley	SAMN03280979
Scleropages formosus	113540	PRJNA347920	347920	Animals	Fishes	777.359	44	GCA_001624265.1	mitochondrion MT:NC_007012.1/DQ023143.1	LGSG01	4819	24709	41445	2016-04-19	2016-11-08	Scaffold	NCBI	SAMN03894411
Rousettus aegyptiacus	9407	PRJNA309421	309421	Animals	Mammals	1910.25	40	GCA_001466805.2	mitochondrion MT:NC_007393.1/AB205183.1	LOCP02	2490	24986	48803	2015-12-15	2016-03-17	Scaffold	NCBI	SAMN04287759
Cathartes aura	43455	PRJNA212890	212890	Animals	Birds	1152.57	41.1	GCA_000699945.1	NA	JMFT01	104141	11866	11361	2014-05-08	2016-11-17	Scaffold	BGI	SAMN02319050
Panthera pardus	9691	PRJNA355165	355165	Animals	Mammals	2578.02	41.9	GCA_001857705.1	mitochondrion MT:NC_010641.1/EF551002.1	LQGZ01	50377	33968	57954	2016-08-24	2016-11-16	Scaffold	NCBI	SAMN04347630
Toxocara canis	6265	PRJNA248777	248777	Animals	Roundworms	317.116	40.4	GCA_000803305.1	NA	JPKZ01	22857	18596	18596	2014-12-18	2015-03-11	Scaffold	University of Melbourne	SAMN02905866
Spirometra erinaceieuropaei	99802	PRJEB1202	261612	Animals	Flatworms	1258.72	45.3	GCA_000951995.1	NA	NA	482396	NA	NA	NA	NA	Scaffold	WTSI	SAMEA2030242
Echinococcus canadensis	519352	PRJEB8992	324046	Animals	Flatworms	115.025	NA	GCA_900004735.1	NA	CVKT01	9330	NA	NA	2016-05-28	2016-05-28	Scaffold	IMPAM-UBA-CONICET	SAMEA3321244
Enterobius vermicularis	51028	PRJEB503	261578	Animals	Roundworms	150.051	33.2	GCA_000951215.1	NA	NA	19832	NA	NA	NA	NA	Scaffold	WTSI	SAMEA1979798
Steganacarus magnus	52000	PRJNA280488	280488	Animals	Other Animals	113.565	29.2	GCA_000988885.1	NA	LBFN01	101545	NA	NA	2015-05-06	2015-05-06	Scaffold	University of Lausanne	SAMN03463192
Agapornis roseicollis	60468	PRJNA355979	355979	Animals	Birds	1121.79	41	GCA_002631895.1	NA	NDXB01	52900	NA	NA	2017-10-23	2017-10-23	Scaffold	North West University	SAMN06099614
Gallirallus okinawae	547194	PRJDB4707	327647	Animals	Birds	1114.53	42.7	GCA_002003005.1	NA	BDFH01	768680	NA	NA	2016-07-01	2016-07-01	Contig	Laboratory of Ecogenetics, Environmental Biology Division, National Institute for Environmental Studies	SAMD00050839
Dermatophagoides pteronyssinus	6956	PRJNA353927	353927	Animals	Other Animals	70.764	30	GCA_001901225.2	NA	MQNO02	1322	NA	NA	2016-12-12	2017-10-10	Scaffold	Maynooth University	SAMN06062376
Bison bison bison	43346	PRJNA266339	266339	Animals	Mammals	2828.03	42.2	GCA_000754665.1	mitochondrion MT:NC_012346.1/EU177871.1	JPYT01	128431	26592	35554	2014-09-15	2014-10-08	Scaffold	NCBI	SAMN02947321
Angiostrongylus costaricensis	334426	PRJEB494	261571	Animals	Roundworms	262.783	41.3	GCA_000951015.1	NA	NA	6384	NA	NA	NA	NA	Scaffold	WTSI	SAMEA1463533
Rhinopithecus bieti	61621	PRJNA339282	339282	Animals	Mammals	2977.07	41.5	GCA_001698545.1	mitochondrion MT:NC_015486.1/HM125579.1	MCGX01	105032	31734	49595	2016-08-03	2016-08-03	Scaffold	NCBI	SAMN02786331
Dermatophagoides farinae	6954	PRJNA379991	379991	Animals	Other Animals	91.9351	30.4996	GCA_002085665.1	mitochondrion MT:CM007845.1	NBAF01	1706	NA	NA	2017-04-10	2017-04-11	Scaffold	University of Southern Mississippi	SAMN06624698
Sinocyclocheilus grahami	75366	PRJNA316320	316320	Animals	Fishes	1750.29	38.7	GCA_001515645.1	mitochondrion MT:NC_013189.1/GQ148557.1	LCYQ01	31277	54207	67410	2015-12-16	2016-01-04	Scaffold	NCBI	SAMN03320097
Strongylus vulgaris	40348	PRJEB531	261604	Animals	Roundworms	291.096	38.9	GCA_000951515.1	NA	NA	167310	NA	NA	NA	NA	Scaffold	WTSI	SAMEA1529933
Micropterus floridanus	225391	PRJNA398142	398142	Animals	Fishes	1001.52	40.7	GCA_002592385.1	NA	NRCI01	249768	NA	NA	2017-10-19	2017-10-19	Contig	Auburn University	SAMN07502010
Hydatigera taeniaeformis	6205	PRJEB534	261607	Animals	Flatworms	103.665	43.2	GCA_000951575.1	NA	NA	30091	NA	NA	NA	NA	Scaffold	WTSI	SAMEA2034687
Castor canadensis	51338	PRJNA371604	371604	Animals	Mammals	2518.31	39.7	GCA_001984765.1	NA	MTKA01	21157	27186	37422	2017-02-04	2017-02-04	Scaffold	NCBI	SAMN06187566
Acanthaster planci	133434	PRJDB3175	275725	Animals	Other Animals	383.86	41.5001	GCA_001949145.1	mitochondrion MT:NC_007788.1/AB231475.1	BDGF01	1766	18187	33214	2016-12-17	2016-12-17	Scaffold	Okinawa Institute of Science and Technology	SAMD00054104
Pygocentrus nattereri	42514	PRJNA331139	331139	Animals	Fishes	1285.35	40.6001	GCA_001682695.1	mitochondrion MT:NC_015840.1/AP012000.1	MAUM01	283518	28178	44364	2016-07-08	2016-07-12	Scaffold	NCBI	SAMN04522165
Bankia setacea	693219	PRJNA351858	351858	Animals	Other Animals	3.8676	47.8	GCA_001922985.1	NA	MRUH01	171	NA	NA	2016-12-28	2016-12-28	Contig	DOE Joint Genome Institute	SAMN05956373
Chinchilla lanigera	34839	PRJNA68239	68239	Animals	Mammals	2390.87	41.4	GCA_000276665.1	mitochondrion MT:NC_021386.1/JX312692.1	AGCD01	2839	30308	45449	2012-07-06	2013-11-06	Scaffold	Broad Institute	SAMN00632093
Leptonychotes weddellii	9713	PRJNA232772	232772	Animals	Mammals	3156.9	43.8	GCA_000349705.1	mitochondrion MT:NC_008424.1/AM181025.1	APMU01	16711	25803	25718	2013-03-28	2013-03-29	Scaffold	NCBI	SAMN00672463
Ovis canadensis canadensis	112262	PRJNA272435	272435	Animals	Mammals	2590.55	41.4253	GCA_001039535.1	chromosome 1:CP011886.1; chromosome 2:CP011887.1; chromosome 3:CP011888.1; chromosome 4:CP011889.1; chromosome 5:CP011890.1; chromosome 6:CP011891.1; chromosome 7:CP011892.1; chromosome 8:CP011893.1; chromosome 9:CP011894.1; chromosome 10:CP011895.1; chromosome 11:CP011896.1; chromosome 12:CP011897.1; chromosome 13:CP011898.1; chromosome 14:CP011899.1; chromosome 15:CP011900.1; chromosome 16:CP011901.1; chromosome 17:CP011902.1; chromosome 18:CP011903.1; chromosome 19:CP011904.1; chromosome 20:CP011905.1; chromosome 21:CP011906.1; chromosome 22:CP011907.1; chromosome 23:CP011908.1; chromosome 24:CP011909.1; chromosome 25:CP011910.1; chromosome 26:CP011911.1; chromosome X:CP011912.1	NA	27	NA	NA	2015-06-25	2015-06-25	Chromosome	University of Alberta	SAMN03282167
Pieris rapae	64459	PRJNA397594	397594	Animals	Insects	245.886	32.9992	GCA_001856805.1	mitochondrion MT:NC_015895.1/HM156697.1	LWME01	7349	13165	18979	2016-10-16	2016-10-16	Scaffold	NCBI	SAMN04866668
Lepisosteus oculatus	7918	PRJNA68247	68247	Animals	Fishes	945.878	40.4083	GCA_000242695.1	linkage group LG1:NC_023179.1/CM001404.1; linkage group LG2:NC_023180.1/CM001405.1; linkage group LG3:NC_023181.1/CM001406.1; linkage group LG4:NC_023182.1/CM001407.1; linkage group LG5:NC_023183.1/CM001408.1; linkage group LG6:NC_023184.1/CM001409.1; linkage group LG7:NC_023185.1/CM001410.1; linkage group LG8:NC_023186.1/CM001411.1; linkage group LG9:NC_023187.1/CM001412.1; linkage group LG10:NC_023188.1/CM001413.1; linkage group LG11:NC_023189.1/CM001414.1; linkage group LG12:NC_023190.1/CM001415.1; linkage group LG13:NC_023191.1/CM001416.1; linkage group LG14:NC_023192.1/CM001417.1; linkage group LG15:NC_023193.1/CM001418.1; linkage group LG16:NC_023194.1/CM001419.1; linkage group LG17:NC_023195.1/CM001420.1; linkage group LG18:NC_023196.1/CM001421.1; linkage group LG19:NC_023197.1/CM001422.1; linkage group LG20:NC_023198.1/CM001423.1; linkage group LG21:NC_023199.1/CM001424.1; linkage group LG22:NC_023200.1/CM001425.1; linkage group LG23:NC_023201.1/CM001426.1; linkage group LG24:NC_023202.1/CM001427.1; linkage group LG25:NC_023203.1/CM001428.1; linkage group LG26:NC_023204.1/CM001429.1; linkage group LG27:NC_023205.1/CM001430.1; linkage group LG28:NC_023206.1/CM001431.1; linkage group LG29:NC_023207.1/CM001432.1; mitochondrion MT:NC_004744.1/AB042861.1	AHAT01	2106	21770	41647	2011-12-16	2013-11-01	Chromosome	Broad Institute	SAMN00706774
Acropora digitifera	70779	PRJDA67425	67425	Animals	Other Animals	447.497	40.4999	GCA_000222465.2	mitochondrion MT:NC_022830.1/KF448535.1	BACK02	2421	32351	33878	2011-07-28	2016-01-09	Scaffold	Okinawa Institute of Science and Technology	SAMD00004206
